feed_bankier_company_komunikatyarticle9176551	periodic	Wyniki finansowe PSr /2026	Spis treści:1. STRONA TYTUŁOWA2. METADANE ESAP3. WYBRANE DANE FINANSOWE4. KOREKTA RAPORTU5
feed_bankier_company_komunikatyarticle9175261	periodic	Wyniki finansowe PSr /2026	Spis treści:1. STRONA TYTUŁOWA2. METADANE ESAP3. WYBRANE DANE FINANSOWE4. KOREKTA RAPORTU5
feed_bankier_company_komunikatyarticle9175226	not_periodic	Wstępne wyniki finansowe i operacyjne za I półrocze 2026 roku	Spis treści:1. RAPORT BIEŻĄCY2. METADANE ESAP3. MESSAGE (ENGLISH VERSION)4. INFORMACJE O P
feed_bankier_company_komunikatyarticle9175221	periodic	Wyniki finansowe PSr /2026	Spis treści:1. STRONA TYTUŁOWA2. METADANE ESAP3. WYBRANE DANE FINANSOWE4. KOREKTA RAPORTU5
feed_bankier_company_komunikatyarticle9165923	not_periodic	Informacja o nakładach oraz wpłatach dotyczących portfeli wierzytelności	Spis treści:1. RAPORT BIEŻĄCY2. MESSAGE (ENGLISH VERSION)3. INFORMACJE O PODMIOCIE4. PODPI
feed_bankier_company_komunikatyarticle9161119	not_periodic	Uchwały podjęte na Zwyczajnym Walnym Zgromadzeniu Comp S.A. w dniu 30 czerwca 2026 r.	Spis treści:1. RAPORT BIEŻĄCY2. MESSAGE (ENGLISH VERSION)3. INFORMACJE O PODMIOCIE4. PODPI
feed_bankier_company_komunikatyarticle9158970	periodic	Wyniki finansowe SRR /2025	Spis treści:1. STRONA TYTUŁOWA2. WYBRANE DANE FINANSOWE3. KOREKTA RAPORTU4. ZAWARTOŚĆ RAPO
feed_bankier_company_komunikatyarticle9158971	periodic	Wyniki finansowe RR /2025	Spis treści:1. STRONA TYTUŁOWA2. WYBRANE DANE FINANSOWE3. KOREKTA RAPORTU4. ZAWARTOŚĆ RAPO
feed_bankier_company_komunikatyarticle9157990	not_periodic	Szacunkowe wyniki skonsolidowane za 2 kwartał 2026 r.	Spis treści:1. RAPORT BIEŻĄCY2. MESSAGE (ENGLISH VERSION)3. INFORMACJE O PODMIOCIE4. PODPI
feed_bankier_company_komunikatyarticle9147845	periodic	Wyniki finansowe PSr	Spis treści:1. STRONA TYTUŁOWA2. WYBRANE DANE FINANSOWE3. KOREKTA RAPORTU4. ZAWARTOŚĆ RAPO
